prefix,ip_version,asn,asn_name
103.28.107.0/24,ipv4,AS58476,DIREKTORAT JENDERAL PAJAK
103.72.110.0/24,ipv4,AS58476,DIREKTORAT JENDERAL PAJAK
103.72.111.0/24,ipv4,AS58476,DIREKTORAT JENDERAL PAJAK
43.242.132.0/24,ipv4,AS58476,DIREKTORAT JENDERAL PAJAK
43.242.133.0/24,ipv4,AS58476,DIREKTORAT JENDERAL PAJAK
103.28.106.0/24,ipv4,AS58476,DIREKTORAT JENDERAL PAJAK
