prefix,ip_version,asn,asn_name
103.102.141.0/24,ipv4,AS136854,PT. PALAPA RING BARAT
103.102.140.0/24,ipv4,AS136854,PT. PALAPA RING BARAT
103.102.142.0/24,ipv4,AS136854,PT. PALAPA RING BARAT
103.102.143.0/24,ipv4,AS136854,PT. PALAPA RING BARAT
