prefix,ip_version,asn,asn_name
2001:df3:7e80::/48,ipv6,AS140431,Dinas Komunikasi dan Informatika Kabupaten Wonogiri
103.150.159.0/24,ipv4,AS140431,Dinas Komunikasi dan Informatika Kabupaten Wonogiri
