prefix,ip_version,asn,asn_name
180.148.25.0/24,ipv4,AS154201,PT GIGA NETWORK INDONESIA
180.148.24.0/23,ipv4,AS154201,PT GIGA NETWORK INDONESIA
180.148.24.0/24,ipv4,AS154201,PT GIGA NETWORK INDONESIA
