prefix,ip_version,asn,asn_name
103.186.90.0/23,ipv4,AS149707,PT Akses Data Internusa
103.186.90.0/24,ipv4,AS149707,PT Akses Data Internusa
2001:df1:ee40::/48,ipv6,AS149707,PT Akses Data Internusa
103.20.109.0/24,ipv4,AS149707,PT Akses Data Internusa
103.186.91.0/24,ipv4,AS149707,PT Akses Data Internusa
