prefix,ip_version,asn,asn_name
160.25.120.0/24,ipv4,AS153062,PT Sulbar Layanan Internet
160.25.120.0/23,ipv4,AS153062,PT Sulbar Layanan Internet
160.25.121.0/24,ipv4,AS153062,PT Sulbar Layanan Internet
