prefix,ip_version,asn,asn_name
103.242.81.0/24,ipv4,AS151548,PT Jaringan Komunikasi Anambas
103.242.80.0/24,ipv4,AS151548,PT Jaringan Komunikasi Anambas
103.242.80.0/23,ipv4,AS151548,PT Jaringan Komunikasi Anambas
