prefix,ip_version,asn,asn_name
103.143.195.0/24,ipv4,AS139415,PT Trinity Teknologi Nusantara
103.125.172.0/24,ipv4,AS139415,PT Trinity Teknologi Nusantara
103.143.194.0/24,ipv4,AS139415,PT Trinity Teknologi Nusantara
103.125.175.0/24,ipv4,AS139415,PT Trinity Teknologi Nusantara
103.125.174.0/24,ipv4,AS139415,PT Trinity Teknologi Nusantara
103.125.173.0/24,ipv4,AS139415,PT Trinity Teknologi Nusantara
