prefix,ip_version,asn,asn_name
103.87.196.0/24,ipv4,AS136087,Kementerian Ketenagakerjaan RI
103.87.197.0/24,ipv4,AS136087,Kementerian Ketenagakerjaan RI
103.87.199.0/24,ipv4,AS136087,Kementerian Ketenagakerjaan RI
