prefix,ip_version,asn,asn_name
203.123.62.0/24,ipv4,AS38755,Biro Statistics
203.123.61.0/24,ipv4,AS38755,Biro Statistics
203.123.60.0/24,ipv4,AS38755,Biro Statistics
