prefix,ip_version,asn,asn_name
103.124.163.0/24,ipv4,AS138088,PT. Gratelindo Lintas Global
103.124.161.0/24,ipv4,AS138088,PT. Gratelindo Lintas Global
103.124.160.0/24,ipv4,AS138088,PT. Gratelindo Lintas Global
